equipment;address;start_bit;n_bit;type;var_name;mult;func;up_addr;alarm
Inversor;5054;15;16;U16;Q(P) curve 1_2;1;6;0;0
Inversor;5055;15;16;U16;Q(P) curve 1_3;1;6;0;0
Inversor;5056;15;16;U16;Q(P) curve 1_4;1;6;0;0
Inversor;5057;15;16;U16;Q(P) curve 1_5;1;6;0;0
Inversor;5058;15;16;U16;Q(P) curve 1_6;1;6;0;0
Inversor;5059;15;16;U16;Q(P) curve 1_7;1;6;0;0
Inversor;5060;15;16;U16;Q(P) curve 1_8;1;6;0;0
Inversor;5061;15;16;U16;Q(P) curve 1_9;1;6;0;0
Inversor;5062;15;16;U16;Q(P) curve 1_10;1;6;0;0
Inversor;5063;15;16;U16;Q(P) curve 1_11;1;6;0;0
Inversor;5064;15;16;U16;Q(P) curve 1_12;1;6;0;0
Inversor;5065;15;16;U16;Q(P) curve 1_13;1;6;0;0
Inversor;5066;15;16;U16;Q(P) curve 1_14;1;6;0;0
Inversor;5067;15;16;U16;Q(P) curve 1_15;1;6;0;0
Inversor;5068;15;16;U16;Q(P) curve 1_16;1;6;0;0
Inversor;5069;15;16;U16;Q(P) curve 1_17;1;6;0;0
Inversor;5070;15;16;U16;Q(P) curve 1_18;1;6;0;0
Inversor;5071;15;16;U16;Q(P) curve 1_19;1;6;0;0
Inversor;5072;15;16;U16;Q(P) curve 1_20;1;6;0;0
Inversor;5073;15;16;U16;Q(P) curve 1_21;1;6;0;0
Inversor;5074;15;16;U16;Q(P) curve 1_22;1;6;0;0
Inversor;5075;15;16;U16;Q(P) curve 1_23;1;6;0;0
Inversor;5076;15;16;U16;Q(P) curve 1_24;1;6;0;0
Inversor;5077;15;16;U16;Q(U) curve 1_1;1;6;0;0
Inversor;5078;15;16;U16;Q(U) curve 1_2;1;6;0;0
Inversor;5079;15;16;U16;Q(U) curve 1_3;1;6;0;0
Inversor;5080;15;16;U16;Q(U) curve 1_4;1;6;0;0
Inversor;5081;15;16;U16;Q(U) curve 1_5;1;6;0;0
Inversor;5082;15;16;U16;Q(U) curve 1_6;1;6;0;0
Inversor;5083;15;16;U16;Q(U) curve 1_7;1;6;0;0
Inversor;5084;15;16;U16;Q(U) curve 1_8;1;6;0;0
Inversor;5085;15;16;U16;Q(U) curve 1_9;1;6;0;0
Inversor;5086;15;16;U16;Q(U) curve 1_10;1;6;0;0
Inversor;5087;15;16;U16;Q(U) curve 1_11;1;6;0;0
Inversor;5088;15;16;U16;Q(U) curve 1_12;1;6;0;0
Inversor;5089;15;16;U16;Q(U) curve 1_13;1;6;0;0
Inversor;5090;15;16;U16;Q(U) curve 1_14;1;6;0;0
Inversor;5091;15;16;U16;Q(U) curve 1_15;1;6;0;0
Inversor;5092;15;16;U16;Q(U) curve 1_16;1;6;0;0
Inversor;5093;15;16;U16;Q(U) curve 1_17;1;6;0;0
Inversor;5094;15;16;U16;Q(U) curve 1_18;1;6;0;0
Inversor;5095;15;16;U16;Q(U) curve 1_19;1;6;0;0
Inversor;5096;15;16;U16;Q(U) curve 1_20;1;6;0;0
Inversor;5097;15;16;U16;Q(U) curve 1_21;1;6;0;0
Inversor;5098;15;16;U16;Q(U) curve 1_22;1;6;0;0
Inversor;5099;15;16;U16;Q(U) curve 1_23;1;6;0;0
Inversor;5100;15;16;U16;Q(U) curve 1_24;1;6;0;0
Inversor;5101;15;16;U16;Q(U) curve 1_25;1;6;0;0
Inversor;5102;15;16;U16;Q(U) curve 1_26;1;6;0;0
Inversor;5103;15;16;U16;Q(U) curve 1_27;1;6;0;0
Inversor;5104;15;16;U16;Q(U) curve 1_28;1;6;0;0
Inversor;5105;15;16;U16;Q(U) curve 1_29;1;6;0;0
Inversor;5106;15;16;U16;Q(U) curve 1_30;1;6;0;0
Inversor;5107;15;16;U16;Q(U) curve 1_31;1;6;0;0
Inversor;5108;15;16;U16;Q(U) curve 1_32;1;6;0;0
Inversor;5109;15;16;U16;Q(U) curve 1_33;1;6;0;0
Inversor;5110;15;16;U16;Q(U) curve 1_34;1;6;0;0
Inversor;5111;15;16;U16;Q(U) curve 1_35;1;6;0;0
Inversor;5112;15;16;U16;Q(U) curve 1_36;1;6;0;0
Inversor;5113;15;16;U16;Q(U) curve 1_37;1;6;0;0
Inversor;5114;15;16;U16;Q(U) curve 1_38;1;6;0;0
Inversor;5115;15;16;U16;Q(P) curve 2_1;1;6;0;0
Inversor;5116;15;16;U16;Q(P) curve 2_2;1;6;0;0
Inversor;5117;15;16;U16;Q(P) curve 2_3;1;6;0;0
Inversor;5118;15;16;U16;Q(P) curve 2_4;1;6;0;0
Inversor;5119;15;16;U16;Q(P) curve 2_5;1;6;0;0
Inversor;5120;15;16;U16;Q(P) curve 2_6;1;6;0;0
Inversor;5121;15;16;U16;Q(P) curve 2_7;1;6;0;0
Inversor;5122;15;16;U16;Q(P) curve 2_8;1;6;0;0
Inversor;5123;15;16;U16;Q(P) curve 2_9;1;6;0;0
Inversor;5124;15;16;U16;Q(P) curve 2_10;1;6;0;0
Inversor;5125;15;16;U16;Q(P) curve 2_11;1;6;0;0
Inversor;5126;15;16;U16;Q(P) curve 2_12;1;6;0;0
Inversor;5127;15;16;U16;Q(P) curve 2_13;1;6;0;0
Inversor;5128;15;16;U16;Q(P) curve 2_14;1;6;0;0
Inversor;5129;15;16;U16;Q(P) curve 2_15;1;6;0;0
Inversor;5130;15;16;U16;Q(P) curve 2_16;1;6;0;0
Inversor;5131;15;16;U16;Q(P) curve 2_17;1;6;0;0
Inversor;5132;15;16;U16;Q(P) curve 2_18;1;6;0;0
Inversor;5133;15;16;U16;Q(P) curve 2_19;1;6;0;0
Inversor;5134;15;16;U16;Q(U) curve 2_1;1;6;0;0
Inversor;5135;15;16;U16;Q(U) curve 2_2;1;6;0;0
Inversor;5136;15;16;U16;Q(U) curve 2_3;1;6;0;0
Inversor;5137;15;16;U16;Q(U) curve 2_4;1;6;0;0
Inversor;5138;15;16;U16;Q(U) curve 2_5;1;6;0;0
Inversor;5139;15;16;U16;Q(U) curve 2_6;1;6;0;0
Inversor;5140;15;16;U16;Q(U) curve 2_7;1;6;0;0
Inversor;5141;15;16;U16;Q(U) curve 2_8;1;6;0;0
Inversor;5142;15;16;U16;Q(U) curve 2_9;1;6;0;0
Inversor;5143;15;16;U16;Q(U) curve 2_10;1;6;0;0
Inversor;5144;15;16;U16;Q(U) curve 2_11;1;6;0;0
Inversor;5145;15;16;U16;Q(U) curve 2_12;1;6;0;0
Inversor;5146;15;16;U16;Q(U) curve 2_13;1;6;0;0
Inversor;5147;15;16;U16;Q(U) curve 2_14;1;6;0;0
Inversor;5148;15;16;U16;Q(U) curve 2_15;1;6;0;0
Inversor;5149;15;16;U16;Q(U) curve 2_16;1;6;0;0
Inversor;5150;15;16;U16;Q(U) curve 2_17;1;6;0;0
Inversor;5151;15;16;U16;Q(U) curve 2_18;1;6;0;0
Inversor;5152;15;16;U16;Q(U) curve 2_19;1;6;0;0
Inversor;5153;15;16;U16;Q(U) curve 2_20;1;6;0;0
Inversor;32568;15;16;U16;Quick grid dispatch mode;1;6;0;0
Inversor;32569;15;16;U16;Swift grid dispatch mode;1;6;0;0
